,Utterance,Label
4127,And this life of yours will become short.,humor
4128,You go. I am coming.,non-humor
4129,"Dil, go in now.",non-humor
4130,Tell me tell you something. You are big J.,humor
4131,Big J.,humor
4132,"Me, and jealous?",non-humor
4133,"Hi, Prema ji.",humor
4134,"Bye, Prema ji.",non-humor
4135,Bye.,humor
4136,Dil!,non-humor
4137,Dil!,non-humor
4138,Dil…,non-humor
4139,What is it?,non-humor
4140,Come here.,non-humor
4141,What?,non-humor
4142,"After today, if you gesture to Koki ji, then you see",non-humor
4143,Standing in the balcony.,humor
4144,What is bad in that?,non-humor
4145,What is bad? You are my husband.,non-humor
4146,"Really, that is a very bad thing.",humor
4147,Excuse me. I am a very famous actress.,non-humor
4148,Oh ho ho… the bad thing is that you think it this way.,non-humor
4149,What do you mean? Yes,non-humor
4150,The whole world knows you by the name of my husband.,non-humor
4151,What!,humor
4152,That is a very bad thing.,non-humor
4153,Shut up!,non-humor
4154,You shut up!,non-humor
4155,You shut up!,non-humor
4156,You shut up!,non-humor
4157,"Dil, take it seriously!",non-humor
4158,And you take it lightly.,humor
4159,No.,non-humor
4160,You take it easily.,humor
4161,No.,non-humor
4162,"Then, don't take it.",humor
4163,Dil!,non-humor
4164,Oh Doll,non-humor
4165,Why are you getting so angry in the morning?,non-humor
4166,"If I do not be angry, what do I do? You are besmirching my name.",non-humor
4167,Oh? Like my name is nothing.,non-humor
4168,What is your name?,humor
4169,What!,humor
4170,You forgot my name?,humor
4171,So much time has passed. I've forgotten.,humor
4172,Tell me.,non-humor
4173,"I will tell you my full name, right",humor
4174,You will drow under its weight.,humor
4175,"Yes, tell.",non-humor
4176,Dilruba Jarnail Singh Khurana!,humor
4177,Oh?,non-humor
4178,Yes.,non-humor
4179,Dilaruba Jarnail Singh Khurana ji,non-humor
4180,Nobody knows you by this name.,humor
4181,"I am sorry to say, but everyone",non-humor
4182,Just knows you by the name of Prema Shalini's husband.,humor
4183,Doll's Dil.,non-humor
4184,"See, madam.",non-humor
4185,When my photo will come in the magazine.,non-humor
4186,Will be printed in the magazine,non-humor
4187,And I'll become an Internet Sensation.,humor
4188,Then you'll see.,non-humor
4189,See what?,non-humor
4190,"People will say, look at that look at that.",non-humor
4191,Mr. Dilruba Jarnail Singh Khurana's Missus,non-humor
4192,Is eating Pani Puri in the street.,humor
4193,Oh my baby! You actually think,non-humor
4194,You will become bigger thant me.,non-humor
4195,Of course I will become very big.,non-humor
4196,That will not happen.,non-humor
4197,It will happen will happen will happen.,non-humor
4198,It is not even possible.,non-humor
4199,It is 100% possible.,non-humor
4200,Prove it.,non-humor
4201,I will prove it.,non-humor
4202,You…,humor
4203,"Hey, enough!",non-humor
4204,Because of you two's fighting,non-humor
4205,My brain is so badly affected.,humor
4206,What do you mean?,non-humor
4207,Yesterday I was watching TV.,non-humor
4208,It was showing that due to the fights of Mummy and Papa,non-humor
4209,There is such a bad impact on the child.,humor
4210,"And, these days my teacher makes me sit on the last bench",non-humor
4211,"Heard! Keshu, open your ears a little and listen.",humor
4212,I heard. I heard everything.,non-humor
4213,"But the quarrel was due to you, Koki!",humor
4214,Hey go go. You are the whole root of the quarrel.,humor
4215,"I am not the root of the quarrel, it is that plant wich we have been watering for six months.",humor
4216,Plant?,non-humor
4217,Yes. And after six months what has grown in it?,non-humor
4218,"One flower, and that too without color.",humor
4219,You fool!,non-humor
4220,Tolay I will pluck the root of the problem and throw it out.,non-humor
4221,You reduce your belly. The man in front,humor
4222,Cannot be seen.,humor
4223,Keshav!,non-humor
4224,"Hey papa, no!",humor
4225,Keshu! Chintu!,non-humor
4226,"Papa! Papa, oh papa no!",non-humor
4227,What papa?,non-humor
4228,Mummy mummy mummy mummy…,non-humor
4229,What happened?,non-humor
4230,papa threw the rose plant down.,non-humor
4231,What's there to laugh in that?,non-humor
4232,Because when Papa threw the rose plant down ,non-humor
4233,Then Dilruba uncle was passing under.,humor
4234,What!,non-humor
4235,Prema ji!,humor
4236,Oh god!,non-humor
4237,For a while for a while…,non-humor
4238,You could have let him spend some time with us,non-humor
4239,Oh god! What a good man he was.,non-humor
4240,Prema ji!,non-humor
4241,Who am I?,humor
4242,Doctor sir,non-humor
4243,He is alive?,non-humor
4244,How did he survive?,humor
4245,"Oh Prema ji, do not worry at all.",non-humor
4246,Your husband will be absolutely alright.,non-humor
4247,In one or two years.,humor
4248,Oh thank god! He will be okay,humor
4249,In one or two years…,non-humor
4250,Yes!,non-humor
4251,In one-two years!,non-humor
4252,Who am I?,non-humor
4253,where am I?,non-humor
4254,"You are in the hospital, Dil. In the hospital",humor
4255,Dil.,non-humor
4256,Who is this Dil?,non-humor
4257,Dil. Doll's Dil.,non-humor
4258,My Dil.,non-humor
4259,"Who are you, sister?",humor
4260,What!,humor
4261,Sister!,humor
4262,"Dil, I… I… am your wife.",non-humor
4263,Wife. Our marriage. Do you remember now?,non-humor
4264,I am not married yet.,humor
4265,I have been talking to someone else.,humor
4266,What!,non-humor
4267,Keshu ji!,non-humor
4268,Prema ji!,non-humor
4269,"Doctor, what is he saying?",non-humor
4270,"No, let me see. Let me see.",non-humor
4271,Take out your tongue.,non-humor
4272,"Yes, it's lost. His memory is lost.",humor
4273,"Keshu ji, please do something.",non-humor
4274,"Yes yes. Prema ji, I will do something.",non-humor
4275,"You come here, here.",non-humor
4276,"Dilruba ji. Dilruba ji, look here.",humor
4277,See here. See here.,humor
4278,Who am I?,non-humor
4279,Mungroo!,humor
4280,Mungroo!,humor
4281,"Mungroo, what are you doing here?",humor
4282,Who will put water in the garden,humor
4283,Your father!,humor
4284,Who is this Mungroo?,non-humor
4285,Mungroo. The servant of our bungalow.,non-humor
4286,Gardener. Have you forgotten?,non-humor
4287,Your father was also a servant there.,humor
4288,Dungroo.,non-humor
4289,"Go go do your work. Go, go do your work.",non-humor
4290,Yes yes master. Yes.,humor
4291,And listen.,non-humor
4292,Yes master.,non-humor
4293,Where is mistress Gauri?,non-humor
4294,"Master, Mistress Gauri?",non-humor
4295,Your about to be mistress.,humor
4296,Birju Wrestler's daughter.,non-humor
4297,"Understood. I understood, master. I understood.",non-humor
4298,That Gauri mistress…,non-humor
4299,Keshu ji,non-humor
4300,What is this master master mistress mistress you've got on?,non-humor
4301,Sorry. Sorry sorry sorry…,non-humor
4302,"Prema ji, I feel that on my brain ",non-humor
4303,"No, no. I mean on his….",non-humor
4304,There is grave effect on his brain.,non-humor
4305,"Keshu ji, do something please.",non-humor
4306,Brilliant idea!,non-humor
4307,What idea?,non-humor
4308,"Prema ji, we will bring a big stone from the Film City",non-humor
4309,Or the National Park… this big,non-humor
4310,And slap it on his head.,humor
4311,"What will this do, Keshu ji?",non-humor
4312,Shock… shock…,humor
4313,"Whatever shock has already happened,",non-humor
4314,"It will be reversed, Prema ji.",humor
4315,Oh! Brilliant idea!,humor
4316,You people you people… calm down.,non-humor
4317,Patient has an urgent need for rest.,non-humor
4318,"You go, go out.",non-humor
4319,"Ok ok. Prema ji, I will take care of you.",non-humor
4320,Koki.,non-humor
4321,"Hey, Pinki, come in come it.",non-humor
4322,Koki. Did you hear anything?,non-humor
4323,What?,non-humor
4324,"You know our Prema Shalini, right…",humor
4325,She is not ours!,humor
4326,"Yes the same one. Her husband Dilruba ji, he has lost his memory.",non-humor
4327,"Oh! No no, his memory has been weak from the start.",humor
4328,"Oh no, now he no longer recognizes his wife even.",non-humor
4329,You are going to meet them?,non-humor
4330,"Yes, if you go, I'll come with you too.",non-humor
4331,I will not go now. I'll go in the evening.,non-humor
4332,I have a lot of work.,non-humor
4333,"Yes, I can see you have a lot of work!",humor
4334,"Okay, I am going.",non-humor
4335,I will have to buy a new saree to go the hospital also.,humor
4336,Why? This is okay.,non-humor
4337,This saree? No god no.,non-humor
4338,"Last time I wore this to the hospital, right",non-humor
4339,"So the patient, right",non-humor
4340,He began to dance?,humor
4341,"No no, he died.",humor
4342,What!,non-humor
4343,Yes.,non-humor
4344,"That's why, I will not go wearing this saree.",non-humor
4345,"Okay, I am going. I need to buy a new saree.",humor
4346,Kulkarni… Kulkarni…,non-humor
4347,Do not disturb.,non-humor
4348,"Today, for the first time in the week, I will like working. ",humor
4349,This is not important.,non-humor
4350,This is important.,non-humor
4351,What is it?,non-humor
4352,Look what news came in today's evening newspaper.,non-humor
4353,What?,non-humor
4354,Famous actress Prema Shalini's husband,non-humor
4355,Is remembering his past life.,non-humor
4356,Oh he must have seen some film or something and come.,non-humor
4357,"No, No. See what's written further.",non-humor
4358,"It is said that due to the shock of an unknown object on the head, he is remembering the amazing things of his last birth.",non-humor
4359,He says that he is the only son of a millionaire father.,non-humor
4360,"Oh wow, Gokhale.",humor
4361,A flower pot can be used in this way too.,humor
4362,How often have I said…,non-humor
4363,That I am the only son of a millionaire father.,humor
4364,Oh? Then where does he live this millionaire father of yours?,non-humor
4365,We had a bungalow in Versova. Yes. Bungalow.,non-humor
4366,You lived in a bungalow?,non-humor
4367,Yes.,non-humor
4368,Oh my god!,non-humor
4369,Tell me the name of the bungalow quickly.,non-humor
4370,My producer is having a lot of problems in finding a bungalow,humor
4371,For a shooting. Tell me.,non-humor
4372,I cannot remember the name.,non-humor
4373,The name was…,non-humor
4374,The sea…,non-humor
4375,The sea edge?,non-humor
4376,Yes yes.,non-humor
4377,Oh my god!,humor
4378,I've done shoots there three or four times.,non-humor
4379,"But the owner there, he is a rude old man!",non-humor
4380,Please! Do not talk about my father so rudely.,humor
4381,Father!,non-humor
4382,Chhotumal Motumal Millionaire is your father?,non-humor
4383,Yes. He is my father.,non-humor
4384,And what is this father father going on?,non-humor
4385,"Do not call my father pa, please.",non-humor
4386,Call him father ji. Father ji.,non-humor
4387,And I am his only son.,humor
4388,Mother.,non-humor
4389,Mother!,non-humor
4390,Mother? Me?,non-humor
4391,"She was my mother's brother's, who ran way with my father's brother.",humor
4392,What!,non-humor
4393,Yeah mummy mummy mummy...,humor
4394,So now I have become the Wife of Chhotumal Motumal?,humor
4395,Yeah. Step mother.,non-humor
4396,Mother!,humor
4397,What rubbish! I am not your mother or anything.,non-humor
4398,Mother.,humor
4399,Why are you not believing me?,non-humor
4400,You troubled me so much in my past life.,non-humor
4401,"Oh? So in this life, you have come to trouble me idiot?",humor
4402,"I don't believe you, and I don't want to hear you.",non-humor
4403,Go and change. Go.,non-humor
4404,Go!,non-humor
4405,Mother!,humor
4406,Prema ji.,non-humor
4407,Keshu ji,non-humor
4408,Keshu ji.,humor
4409,Prema ji.,non-humor
4410,"Prema ji, Prema ji, what is this I read about Diluruba in the newspaper?",non-humor
4411,Hey he is nothing.,non-humor
4412,What do you mean?,non-humor
4413,"I mean Keshu, that Dil is saying",non-humor
4414,That his father is a millionaire.,non-humor
4415,Yes yes. I read it in a newspaper.,non-humor
4416,But you would not read about his mother.,non-humor
4417,"What to read about the mother, Prema ji?",humor
4418,"No no, Keshu ji. Do not say such words.",humor
4419,"Why, but why?",non-humor
4420,Because that mother is me.,humor
4421,"No! What is this I'm listening, Prema ji?",non-humor
4422,"Keshu ji, remove your finger from your ear.",non-humor
4423,"No, you will have to hear this daily.",non-humor
4424,Today Dil is being discharged from the hospital.,non-humor
4425,"Going out, I do not know what all he'll say about me?",non-humor
4426,Oh I am so upset.,humor
4427,Prema ji!,non-humor
4428,Prema ji!,non-humor
4429,His tests etc. are all normal.,non-humor
