,index,Utterance,Label,translated
3727,15,ओ माई माई,humor,O my mai
3728,16,मैंने कुछ किया तो नही ना,humor,I did not do anything
3729,17,थोड़ा सा गोलगप्पा खाया।,humor,A little Golgappa ate.
3730,18,आय,non-humor,Income
3731,19,बॉस को काट खाया।,humor,Cut the boss.
3732,20,लगता है गोखले तुझ पर थोड़ा सा असर बाकी हैं।,non-humor,Looks like a little effect on you.
3733,21,देख तू फिकर मत कर फिकर मत कर  बॉस का वन टू थ्री हम कर डालेंगे। आं,humor,"Do not worry you do not worry, we will do the Boss One to Three.Come on"
3734,22,जा बॉस को टाई दे के आ।,non-humor,Go to tie the boss.
3735,23,हट,non-humor,Hat
3736,24,अरे पागल है गोखले बॉस तो जानवरों से प्यार करते हैं। जा,humor,Hey crazy is Gokhale Boss then love animals.Go
3737,25,स्मार्ट बॉय,non-humor,Smart Boy
3738,27,चिंटू जरा प्याज ले के आना बेटा,non-humor,Chintu
3739,28,मम्मी मुझे नानी के घर जाना है।,humor,Mummy has to go to Nani's house.
3740,29,चिंटू कल से कम से कम 100 बार मैंने तुम्हें समझाया है कि हम,non-humor,Chintu at least 100 times from yesterday I explained to you that we
3741,30,गर्मियों की छुट्टियों में नानी के घर जाएंगे। अब सू।,non-humor,Nanny's house will go home in summer holidays.Now Su
3742,31,लेकिन गर्मियों की छुट्टियों में क्यूं,non-humor,But why in summer holidays
3743,32,क्योंकि तभी तुम्हें आम खाने मिलेंगे बेटा।,non-humor,Because only then you will get common food.
3744,33,मम्मी मुझे चीकू भी चलेगा,humor,Mummy will also run
3745,34,लेकिन मुझे नानी के घर अभी जाना है,non-humor,But I have to go to Nani's house
3746,35,देखो कल तक मेरा सिर्फ मुंह चल रहा था।,non-humor,Look until yesterday my mouth was going on.
3747,36,आज मेरे हाथ चलने शुरु हो जाएंगे,humor,Today my hand will start walking
3748,37,ऐसे लगाउंगी ना नानी याद आ जाएगी,non-humor,Do not miss such nanny
3749,38,नानी की याद आ रही है तभी तो नानी के घर जाना है,humor,The granny is missing only then Nani has to go home
3750,39,अरु उठु का,humor,Of others
3751,41,अरे दिलरुबा जी आप,non-humor,Hey Diliruba ji
3752,42,हां मैं भी यहीं रहता हूं।,humor,"Yes, I live here too."
3753,43,आप कहीं जा रहे थे,non-humor,You were going somewhere
3754,44,हां मैं डॉल के शूटिंग तक जा के आता हू।,non-humor,Yes I go to doll shooting.
3755,45,आप चलेंगे मेरे साथ,non-humor,You will walk with me
3756,46,नहीं मैं जरा बिजी हो तो जाके आता हु हूं।,non-humor,"No, I'm just going to go."
3757,47,ओह यकमाल है वैसे तो तुम बिन बुलाए शूटिंग पर पहुच जाते हो।,humor,"Oh yamal is, you are reaching the shooting called bin."
3758,48,लेकिन जब मैं बुला रहा हूं तो मैं बिजी हूं।,non-humor,"But when I am calling, I am busy."
3759,49,दिलरुबा जी आपके पास थोड़ा टाइम है टाइम,non-humor,Dilruba ji has a little time
3760,50,मेरे पास टाइम और डॉल के सिवा और है ही क्या,humor,I have time and dolls except
3761,51,तो आप जरा प्लीज मुझे बताएँगे की ये घड़ी में टाइम क्या हुआ है।,non-humor,So you will tell me what time has happened in this clock.
3762,52,इस घडी में हां।,humor,Yes in this cloud.
3763,53,आप मुझे शिंदी लगा रहे है ये घडी कहा है ये तो गाड़ी है।,humor,"You are putting me shindi, it is said that it is a car."
3764,54,आप देखते रहिए देखते रहिए आपको थोड़ी देर के बाद घडी नज़र आएगी।,humor,"You keep watching, you will see the clock after a while."
3765,55,देखते रहिए,non-humor,Keep looking
3766,56,या या ये घडी है।,humor,Or or this is a cloud.
3767,57,इम्पोर्टेड है कहा से ली कितने की है,non-humor,It is imported from how many are
3768,58,दिलरुबा जी आपकी आँखें भरी हो रही हैं।,humor,Dilruba ji is getting your eyes.
3769,59,आप बैठ गए हैं।,non-humor,You are sitting
3770,60,अब आप सो गए हैं।,humor,Now you have slept.
3771,61,दिलरुबा जी अब मेरी बात ध्यान से सुनिए।,non-humor,Dilaruba ji now listen to me carefully.
3772,62,आप वही करेंगे जो मैं कहुंगा।।,humor,You will do what I will say ..
3773,63,आप प्रेमा जी की शूटिंग पर जाएंगे।,non-humor,You will go to the shooting of Prema ji.
3774,64,वहां जैसे ही डायरेक्टर स्टार्ट साउंड बोलेगा,non-humor,As soon as the director starts the start sound
3775,65,आप चार्ज्ड अप हो जाएंगे,humor,You will be charged
3776,66,गुड गुड गुड गुड,non-humor,Good good good good
